full_name,title,company,bio,talk_title,photo_url,social_links,event,source_category
Barbara Bednarek,Head of CEE App Customer Solutions,Google,"With over a decade of experience leading and developing business strategies, Barbara is currently focused on app business development, working with Customer Solutions teams to help CEE's biggest clients build and grow their app businesses. Previously, she headed the S&O team shaping regional strategy for Google and SEED teams, where she worked with promising companies and startups across the CEE region. Before joining Google, Barbara was part of the team launching mBank, Poland's first online bank and undisputed market leader in the field.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2125-1761835076.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Andrew Sackey,VP Commercial EMEA,Aristocrat,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2127-1761646801.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Marcus Hanna,CEO,BetToMax,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2128-1761646843.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Lotte Kempe,Director of Sales,Affiliate Alliance,"With over 10 years of experience in the iGaming industry, Lotte Kempe has worked across a range of senior roles, including Director of Sales, Head of Casino Affiliate, and SEO Manager. Kempe is driven by a passion for growth, whether it's building strong partnerships, or leading high-performing teams, working across global markets in Europe, Asia, and the US. Kempe takes pride in building and nurturing long-term relationships with partners, clients, and teams alike. She believes that trust, communication, and collaboration are the foundations of lasting success.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2129-1761646878.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Revaz Chkuaseli,CEO,VBET Romania,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2130-1761727683.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tiziana Cannizzaro,Head of Marketing & Sales,Espresso Games,"Tiziana Cannizzaro has worked for over a decade in the iGaming industry, focusing on communication, marketing, and business development. She manages the full customer journey, from identifying new clients and evaluating business opportunities to closing deals and overseeing account management. Since 2017, she has been the Head of Marketing & Sales at Espresso Games, to define commercial strategies and develop new business opportunities. Her approach combines analytical skills with creative insight, shaped by a deep interest in the audiovisual and entertainment industries.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2133-1761649395.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Antonino Colapinto,Journalist,SiGMA Group,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2124-1761650154.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Rosi Bremec,Former COO,Game Lounge,"Rosi Bremec is a seasoned C-level executive with over 25 years of international experience in iGaming, SaaS and technology. Known for embedding data as a strategic asset, she connects people, performance and commercial outcomes. Throughout her career, Rosi has led large-scale transformations, built high-performing teams, and navigated organisations through leadership transitions and regulatory complexities. A champion of cultures rooted in candour, trust and psychological safety, she believes that when data becomes a shared language, organisations scale smarter and faster.",,https://tickets.sigma.world/img/speakers/tmp/speaker-877-1758007763.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
"Jelani ""Tekkz""",Professional eSports Player,,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2142-1761835106.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Francesco Crudo,Consultant & Digital Payments Expert,,"Francesco Crudo is an expert in digital payments and public gaming, with extensive experience in the regulation of payment systems and online gaming. Specialising in analysing the economic dynamics and regulations governing the gaming and digital payments sector, he has worked to ensure secure and compliant payment solutions. With a managerial career, he has played a key role in defining regulatory policies for the gaming sector, particularly in the area of electronic payments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2167-1761734392.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Marco Zechini,Equity Partner,Alma LED,"Marco Zechini is an Equity Partner based in Rome, where he leads the Banking and Financial Regulation team. He has over twenty years of experience in legal and regulatory advisory services related to banking, financial, and investment services. Marco regularly assists banks, financial institutions, payment service providers, electronic money institutions (EMIs), EU investment firms, securities firms (SIM), and asset management companies (SGRs) with licensing procedures and managing their relationships with supervisory authorities such as the Bank of Italy and Consob.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2169-1761734437.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Pavel Dergachev,Co-Founder,4H Agency,Pavel is one of the founders of 4H Agency and a visionary. He has 7+ years’ experience in the gaming and tech sector (including the most significant international operators and media giants). This experience allows him to bring a business-oriented approach to Agency’s operations. At 4H Agency Pavel is responsible for creating the business value to consultancy matters at 4H as well as for utilizing 360 approach to the Agency’s projects.,,https://tickets.sigma.world/img/speakers/tmp/speaker-174-1765371034.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Lazar Keskinov,CEO,Balkan Media Group,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2172-1761734559.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Mushegh Khachatryan,Chief AI Officer,SoftConstruct,"Mushegh Khachatryan is the Chief AI Officer at SoftConstruct, one of the world’s leading gaming and technology groups. He leads the company’s global AI Center of Excellence, driving innovation across gaming, fintech, and enterprise solutions. With a strong background in economics and data science, Mushegh has built and scaled AI-driven products that power more than a thousand B2B partners worldwide. His mission is to turn AI from a buzzword into measurable business impact aligned with the EU AI Act.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2187-1761833006.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Adi Uraih,Solutions Architect,Incode Technologies,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2188-1761833031.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Israel Rosenthal,CEO,MuchBetter,"Israel Rosenthal has extensive executive-level experience in the gaming and payment industries. Israel served as the Chief Operating Officer at Rational Group (PokerStars) from February 2006 to August 2016, where they were responsible for various operational and audit roles. Rosenthal oversaw a wide range of functions, including customer support, game integrity, security, payments, and resource management. In October 2016, Rosenthal became the CEO of MuchBetter, an app-based payment wallet that provides secure and economical e-payment solutions for customers and merchants worldwide.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2189-1761835050.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Eleonora Incardona,Ambassador,DAZN BET Club,Eleonora is a famous sport personality in Europe. She is Ambassador of the cycling race Giro d'Italia and with DAZN she joined the FIFA Club World Cup and participates every weekend to Serie A matches to give analysis and predictions before the match from the pitch for DAZN BET Club.,,https://tickets.sigma.world/img/speakers/tmp/speaker-2194-1761921266.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Shay Segev,CEO,DAZN Group,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2195-1761921293.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Maja Marszalek,Chief Compliance Officer,Galactic Media Management,"Maja is a senior GRC leader with global regulatory experience (FCA, SEC, FINRA, NFA/CFTC). Twice named among the Top 100 Most Influential in alternative investment services, she holds a Warwick Business School Executive MBA and specializes in licensing, scalable compliance programs, and turning regulation into competitive advantage.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2197-1762159545.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
